ID	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	NOTE	DATASET
12335	in front of, above the river	sharanawa	rɨɸokirinin	rɨɸokirinin	r ɨ ɸ o k i r i n i n	5699	5286	r ɨ ɸ o ( - ) k i ( r i n i n )		None	oliveiraprotopanoan
12336	in front of, above the river	sharanawa	manankiri	manankiri	m a n a n k i r i	5702	5289	m a n a ( n ) k i r i ( - - - - )		None	oliveiraprotopanoan
12337	in front of, above the river	katukina	ɾɨˈβo_kiˈɾi	ɾɨˈβo_kiˈɾi	ɾ ɨ β o + k i ɾ i	5699	5286	ɾ ɨ β o ( + ) k i ( ɾ i - - - )		None	oliveiraprotopanoan
12338	in front of, above the river	amawaka	rɨwoki	rɨwoki	r ɨ w o k i	5699	5286	r ɨ w o ( - ) k i ( - - - - - )		II	oliveiraprotopanoan
12339	in front of, above the river	kaxinawa	mãnãkiri	mãnãkiri	m !ã/a n a ∼ k i r i	5703	5290	m !ã/a n a ∼ k i r i		None	oliveiraprotopanoan
12340	in front of, above the river	marinawa	mã́nãkírí	mã́nãkírí	m !ã́/a n a ∼ k !í/i r !í/i	5704	5291	m !ã́/a n a ∼ k !í/i r !í/i		etimologia 215	oliveiraprotopanoan
12341	nostril	protopanoan	ɽɨ+kini	ɽɨ+kini	ɽ ɨ + k i n i	5705	594 1063	ɽ ɨ + ) k i n ( i )		None	oliveiraprotopanoan
12342	nostril	kashibo	rɨkí	rɨkí	r ɨ + k !í/i	5705	594 1063	r ɨ + k !í/i		None	oliveiraprotopanoan
12343	nostril	shipibokonibo	rɨkí	rɨkí	r ɨ + k !í/i	5705	594 1063	r ɨ + k !í/i		None	oliveiraprotopanoan
12344	nostril	kapanawa	rɨkín	rɨkín	r ɨ + k !í/i n	5705	594 1063	r ɨ + k !í/i n		None	oliveiraprotopanoan
12345	nostril	marubo	ɾɨˈkĩ	ɾɨˈkĩ	ɾ ɨ + k i ∼	5705	594 1063	ɾ ɨ + k i ∼		None	oliveiraprotopanoan
12346	nostril	chakobo	rɨʂakí	rɨʂakí	r ɨ + ʂ a k !í/i	5705	594 6469	r ɨ + ʂ a k !í/i		None	oliveiraprotopanoan
12347	nostril	chakobo	rɨkíni	rɨkíni	r ɨ + k !í/i n i	5705	594 1063	r ɨ + k !í/i n i		None	oliveiraprotopanoan
12348	nostril	kasharari	[tʃɨkɐˈni]	[tʃɨkɐˈni]	tʃ ɨ + k ɐ n i	5705	594 1063	tʃ ɨ + k ɐ n i		None	oliveiraprotopanoan
12349	nostril	yaminawa	ɾɨtʃoko	ɾɨtʃoko	ɾ ɨ + tʃ o k o	5706	594 6471	ɾ ɨ + tʃ o k o		None	oliveiraprotopanoan
12350	nostril	chaninawa	rɨtʃoko	rɨtʃoko	r ɨ + tʃ o k o	5708	594 6471	r ɨ + tʃ o k o		None	oliveiraprotopanoan
12351	nostril	sharanawa	rɨtʃoko	rɨtʃoko	r ɨ + tʃ o k o	5709	594 6471	r ɨ + tʃ o k o		None	oliveiraprotopanoan
12352	nostril	sharanawa	rɨtʃokonɨn	rɨtʃokonɨn	r ɨ + tʃ o k o + n ɨ n	5710	594 6471 5296	r ɨ + tʃ o k o + n ɨ n		None	oliveiraprotopanoan
12353	nostril	chaninawa	ɾukin	ɾukin	ɾ u + k i n	5705	594 1063	ɾ u + k i n		None	oliveiraprotopanoan
12354	nostril	katukina	ɾɨˈkĩ	ɾɨˈkĩ	ɾ ɨ + k i ∼	5705	594 1063	ɾ ɨ + k i ∼		None	oliveiraprotopanoan
12355	nostril	poyanawa	rãkĩ	rãkĩ	r !ã/a + k i ∼	5705	594 1063	r !ã/a + k i ∼		None	oliveiraprotopanoan
12356	nostril	amawaka	rɨki_I	rɨki_I	r ɨ + k i	5705	594 1063	r ɨ + k i		None	oliveiraprotopanoan
12357	nostril	kaxinawa	dɨkí	dɨkí	d ɨ + k !í/i	5705	594 1063	d ɨ + k !í/i		None	oliveiraprotopanoan
12358	nostril	kaxinawa	dɨtʃuku	dɨtʃuku	d ɨ + tʃ u k u	5711	594 6471	d ɨ + tʃ u k u		None	oliveiraprotopanoan
12359	nostril	marinawa	rɨtʃoko	rɨtʃoko	r ɨ + tʃ o k o	5712	594 6471	r ɨ + tʃ o k o		None	oliveiraprotopanoan
12360	nostril	yawanawa	ɾɨkin	ɾɨkin	ɾ ɨ + k i n	5705	594 1063	ɾ ɨ + k i n		None	oliveiraprotopanoan
12361	nostril	korubo	ɬɨos	ɬɨos	ɬ ɨ + o s	5713	594 5295	ɬ ɨ + o s		None	oliveiraprotopanoan
12362	nostril	matis	dɨʂɨn	dɨʂɨn	d ɨ + ʂ ɨ n	5705	594 5298	d ɨ + ʂ ɨ n		None	oliveiraprotopanoan
12363	nostril	matis	dɨʂɨn_kini	dɨʂɨn_kini	d ɨ + ʂ ɨ n + k i n i	5705	594 5298 1063	d ɨ + ʂ ɨ n + k i n i		None	oliveiraprotopanoan
12364	nostril	matses	dɨbiate	dɨbiate	d ɨ + b i a t e	5714	594 5299	d ɨ + b i a t e		None	oliveiraprotopanoan
12365	grind	protopanoan	ɽɨnɨ-	ɽɨnɨ-	ɽ ɨ n ɨ	5715	5302	ɽ ɨ n ɨ ( - )		None	oliveiraprotopanoan
12366	grind	kashibo	rɨ-	rɨ-	r ɨ	5715	5302	r ɨ - - ( - )		None	oliveiraprotopanoan
12367	grind	shipibokonibo	rɨnɨ-	rɨnɨ-	r ɨ n ɨ	5715	5302	r ɨ n ɨ ( - )		None	oliveiraprotopanoan
12368	grind	sharanawa	rɨnɨa	rɨnɨa	r ɨ n ɨ a	5715	5302	r ɨ n ɨ ( a )		None	oliveiraprotopanoan
12369	grind	amawaka	rɨnɨ-_I	rɨnɨ-_I	r ɨ n ɨ	5715	5302	r ɨ n ɨ ( - )		None	oliveiraprotopanoan
12370	grind	kaxinawa	dɨnɨ-	dɨnɨ-	d ɨ n ɨ	5715	5302	d ɨ n ɨ ( - )		None	oliveiraprotopanoan
12371	grind	marinawa	rɨ́ń_ɨ́́-	rɨ́ń_ɨ́́-	r !ɨ́/ɨ n !ɨ́/ɨ	5715	5302	r !ɨ́/ɨ n !ɨ́/ɨ ( - )		None	oliveiraprotopanoan
12372	nasal septum	protopanoan	ɽɨpaC	ɽɨpaC	ɽ ɨ p a C/n	5716	5303	ɽ ɨ p a C/n ( - )		None	oliveiraprotopanoan
12373	nasal septum	kashibo	rɨpá	rɨpá	r ɨ p !á/a	5716	5303	r ɨ p !á/a - ( - )		None	oliveiraprotopanoan
12374	nasal septum	chakobo	rɨpaˈra	rɨpaˈra	r ɨ p a r a	5716	5303	r ɨ p a r ( a )		None	oliveiraprotopanoan
12375	nasal septum	yawanawa	ɾɨtʃa	ɾɨtʃa	ɾ ɨ tʃ a	5717	5304	ɾ ɨ tʃ a - -		None	oliveiraprotopanoan
12376	nasal septum	amawaka	rɨpá_I	rɨpá_I	r ɨ p !á/a	5716	5303	r ɨ p !á/a - ( - )		None	oliveiraprotopanoan
12377	nasal septum	kaxinawa	dɨpa	dɨpa	d ɨ p a	5716	5303	d ɨ p a - ( - )		None	oliveiraprotopanoan
12378	nasal septum	marinawa	rɨpa	rɨpa	r ɨ p a	5716	5303	r ɨ p a - ( - )		None	oliveiraprotopanoan
12379	nasal septum	matses	dɨˈpun	dɨˈpun	d ɨ p u n	5716	5303	d ɨ p u n ( - )		None	oliveiraprotopanoan
12380	fall	protopanoan	ɽɨɽ-	ɽɨɽ-	ɽ ɨ ɽ	5718	5305	ɽ ɨ ɽ ( - - - - - )		None	oliveiraprotopanoan
12381	fall	kashibo	rɨ-	rɨ-	r ɨ	5718	5305	r ɨ - ( - - - - - )		None	oliveiraprotopanoan
12382	fall	shipibokonibo	rɨra-	rɨra-	r ɨ r a	5718	5305	r ɨ r ( a - - - - )		None	oliveiraprotopanoan
12383	fall	kapanawa	rɨra-	rɨra-	r ɨ r a	5718	5305	r ɨ r ( a - - - - )		None	oliveiraprotopanoan
12384	fall	marubo	rɨra	rɨra	r ɨ r a	5718	5305	r ɨ r ( a - - - - )		None	oliveiraprotopanoan
12385	fall	chakobo	rɨra-	rɨra-	r ɨ r a	5718	5305	r ɨ r ( a - - - - )		None	oliveiraprotopanoan
12386	fall	yaminawa	rɨra-kĩ	rɨra-kĩ	r ɨ r a + k !ĩ/i	5718	5305	r ɨ r ( a + k !ĩ/i - )		None	oliveiraprotopanoan
12387	fall	chaninawa	rɨrai	rɨrai	r ɨ r a i	5718	5305	r ɨ r ( a - - i - )		None	oliveiraprotopanoan
12388	fall	sharanawa	rɨrai	rɨrai	r ɨ r a i	5718	5305	r ɨ r ( a - - i - )		None	oliveiraprotopanoan
12389	fall	sharanawa	rɨraa	rɨraa	r ɨ r a a	5718	5305	r ɨ r ( a - - a - )		None	oliveiraprotopanoan
12390	cut	katukina	ɾɨɾa-ai	ɾɨɾa-ai	ɾ ɨ ɾ a + a i	5718	5305	ɾ ɨ ɾ ( a + a i - )		None	oliveiraprotopanoan
12391	fall	amawaka	rɨra-	rɨra-	r ɨ r a	5718	5305	r ɨ r ( a - - - - )		II	oliveiraprotopanoan
12392	fall	kaxinawa	dɨda-	dɨda-	d ɨ d a	5718	5305	d ɨ d ( a - - - - )		None	oliveiraprotopanoan
12393	fall	marinawa	rɨ́́rá-	rɨ́́rá-	r !ɨ́/ɨ r !á/a	5718	5305	r !ɨ́/ɨ r ( !á/a - - - - )		None	oliveiraprotopanoan
12394	fall	korubo	dɨd	dɨd	d ɨ d	5718	5305	d ɨ d ( - - - - - )		None	oliveiraprotopanoan
12395	fall	matis	dɨd-kin	dɨd-kin	d ɨ d + k i n	5718	5305	d ɨ d ( - + k i n )		None	oliveiraprotopanoan
12396	fall	matses	dɨd-	dɨd-	d ɨ d	5718	5305	d ɨ d ( - - - - - )		None	oliveiraprotopanoan
12397	music instrument	protopanoan	ɽɨwɨ	ɽɨwɨ	ɽ ɨ w ɨ	5719	5306	( - - - - - ) ɽ ɨ w ɨ		None	oliveiraprotopanoan
12398	music instrument	kashibo	rɨɨ	rɨɨ	r ɨ ɨ	5719	5306	( - - - - - ) r ɨ - ɨ		None	oliveiraprotopanoan
12399	music instrument	shipibokonibo	rɨwɨ	rɨwɨ	r ɨ w ɨ	5719	5306	( - - - - - ) r ɨ w ɨ		None	oliveiraprotopanoan
12400	music instrument	kapanawa	rɨwɨ	rɨwɨ	r ɨ w ɨ	5719	5306	( - - - - - ) r ɨ w ɨ		None	oliveiraprotopanoan
12401	music instrument	marubo	ˈrɨwɨ	ˈrɨwɨ	r ɨ w ɨ	5719	5306	( - - - - - ) r ɨ w ɨ		None	oliveiraprotopanoan
12402	music instrument	katukina	rɨwɨ	rɨwɨ	r ɨ w ɨ	5719	5306	( - - - - - ) r ɨ w ɨ		None	oliveiraprotopanoan
12403	music instrument	amawaka	rɨ́́ɨ́́_I	rɨ́́ɨ́́_I	r !ɨ́/ɨ !ɨ́/ɨ	5719	5306	( - - - - - ) r !ɨ́/ɨ - !ɨ́/ɨ		None	oliveiraprotopanoan
12404	music instrument	kaxinawa	tɨpɨ_dɨwɨ	tɨpɨ_dɨwɨ	t ɨ p ɨ + d ɨ w ɨ	5719	5306	( t ɨ p ɨ + ) d ɨ w ɨ		None	oliveiraprotopanoan
12405	music instrument	kaxinawa	dɨwɨ	dɨwɨ	d ɨ w ɨ	5719	5306	( - - - - - ) d ɨ w ɨ		None	oliveiraprotopanoan
12406	music instrument	marinawa	máporɨwɨ	máporɨwɨ	m á/a p o r ɨ w ɨ	5719	5306	( - m !á/a p o ) r ɨ w ɨ		None	oliveiraprotopanoan
12407	same	protopanoan	-ɽiʔβi	-ɽiʔβi	ɽ i ʔ β i	5720	5307	( - - - - - - - ) ɽ i ʔ β i		None	oliveiraprotopanoan
12408	same	kashibo	-riβi	-riβi	r i β i	5720	5307	( - - - - - - - ) r i - β i		None	oliveiraprotopanoan
12409	same	shipibokonibo	-riβi	-riβi	r i β i	5720	5307	( - - - - - - - ) r i - β i		None	oliveiraprotopanoan
12410	same	shipibokonibo	riβa	riβa	r i β a	5720	5307	( - - - - - - - ) r i - β a		None	oliveiraprotopanoan
12411	same	kapanawa	-riʔβi	-riʔβi	r i ʔ β i	5720	5307	( - - - - - - - ) r i ʔ β i		None	oliveiraprotopanoan
12412	same	marubo	riví	riví	r i v !í/i	5720	5307	( - - - - - - - ) r i - v !í/i		None	oliveiraprotopanoan
12413	same	marubo	rivi	rivi	r i v i	5720	5307	( - - - - - - - ) r i - v i		None	oliveiraprotopanoan
12414	same	marubo	sɨví	sɨví	s ɨ v !í/i	5720	5307	( - - - - - - - ) s ɨ - v !í/i		None	oliveiraprotopanoan
12415	same	chakobo	ri	ri	r i	5720	5307	( - - - - - - - ) r i - - -		None	oliveiraprotopanoan
12416	same	yaminawa	-ri	-ri	r i	5720	5307	( - - - - - - - ) r i - - -		None	oliveiraprotopanoan
12417	same	yaminawa	-fi	-fi	f i	5721	5308	( - - - - - ) - - - - - f i		None	oliveiraprotopanoan
12418	same	katukina	siβi	siβi	s i β i	5722	5309	( - - - - - ) - - s i - β i		None	oliveiraprotopanoan
12419	same	amawaka	-riwi_I	-riwi_I	r i w i	5720	5307	( - - - - - - - ) r i - w i		None	oliveiraprotopanoan
12420	same	kaxinawa	-di	-di	d i	5720	5307	( - - - - - - - ) d i - - -		None	oliveiraprotopanoan
12421	same	kaxinawa	-dibi	-dibi	d i b i	5720	5307	( - - - - - - - ) d i - b i		None	oliveiraprotopanoan
12422	same	marinawa	-riɸi	-riɸi	r i ɸ i	5720	5307	( - - - - - - - ) r i - ɸ i		None	oliveiraprotopanoan
12423	same	korubo	aβi_βiɬiβi	aβi_βiɬiβi	a β i + β i ɬ i β i	5720	5307	( a β i - + β i ) ɬ i - β i		None	oliveiraprotopanoan
12424	same	korubo	ated_βiɬiβi	ated_βiɬiβi	a t e d + β i ɬ i β i	5720	5307	( a t e d + β i ) ɬ i - β i		None	oliveiraprotopanoan
12425	same	matses	aucbidi	aucbidi	a u c b i d i	5720	5307	( a - u c - b i ) d i - - -		None	oliveiraprotopanoan
12426	same	matses	adembidi	adembidi	a d e m b i d i	5720	5307	( a d e m - b i ) d i - - -		None	oliveiraprotopanoan
12427	same	matses	adecbidi	adecbidi	a d e c b i d i	5720	5307	( a d e c - b i ) d i - - -		None	oliveiraprotopanoan
12428	same	matses	aocbidi	aocbidi	a o c b i d i	5720	5307	( a - o c - b i ) d i - - -		None	oliveiraprotopanoan
12429	same	matses	-bi	-bi	b i	5723	5310	( - - - - - ) - - - - - b i		None	oliveiraprotopanoan
12430	same	matses	-di	-di	d i	5720	5307	( - - - - - - - ) d i - - -		None	oliveiraprotopanoan
12431	species of monkey	protopanoan	ɽiɽo	ɽiɽo	ɽ i ɽ e	5724	5311	ɽ i ɽ e - - - - - -		Originally by Girard; sporadic change not in Matses, but Central!	New
12432	species of monkey	kashibo	riri	riri	r i r i	5724	5311	r i r i - - - - - -		None	oliveiraprotopanoan
12433	species of monkey	shipibokonibo	riro	riro	r i r o	5724	5311	r i r o - - - - - -		None	oliveiraprotopanoan
12434	species of monkey	kapanawa	riro	riro	r i r o	5724	5311	r i r o - - - - - -		None	oliveiraprotopanoan
12435	species of monkey	chakobo	ˈriro	ˈriro	r i r o	5724	5311	r i r o - - - - - -		None	oliveiraprotopanoan
12436	species of monkey	yaminawa	riro	riro	r i r o	5724	5311	r i r o - - - - - -		None	oliveiraprotopanoan
12437	species of monkey	sharanawa	riro	riro	r i r o	5724	5311	r i r o - - - - - -		None	oliveiraprotopanoan
12438	species of monkey	sharanawa	riron	riron	r i r o n	5724	5311	r i r o n - - - - -		None	oliveiraprotopanoan
12439	species of monkey	amawaka	riro	riro	r i r o	5724	5311	r i r o - - - - - -		II	oliveiraprotopanoan
12440	species of monkey	kaxinawa	nidu	nidu	n i d u	5724	5311	n i d u - - - - - -		None	oliveiraprotopanoan
12441	species of monkey	marinawa	ríró	ríró	r !í/i r !ó/o	5724	5311	r !í/i r !ó/o - - - - - -		None	oliveiraprotopanoan
12442	species of monkey	yawanawa	riru	riru	r i r u	5724	5311	r i r u - - - - - -		None	oliveiraprotopanoan
12443	species of monkey	matses	dide	dide	d i d e	5724	5311	d i d e - - - - - -		None	oliveiraprotopanoan
12444	thread, rope	protopanoan	ɽisiβitʃi	ɽisiβitʃi	ɽ i s i β i tʃ i	5725	5312	ɽ i s i ( - ) β i ( - ) tʃ i ( - )		None	oliveiraprotopanoan
12445	thread, rope	kashibo	risi	risi	r i s i	5725	5312	r i s i ( - ) - - ( - ) - - ( - )		None	oliveiraprotopanoan
12446	thread, rope	kashibo	risi_βɨntsin	risi_βɨntsin	r i s i + β ɨ n ts i n	5726	5313	r i s i ( + ) β ɨ ( n ) ts i ( n )		None	oliveiraprotopanoan
12447	thread, rope	shipibokonibo	risβí	risβí	r i s β !í/i	5725	5312	r i s - ( - ) β !í/i ( - ) - - ( - )		None	oliveiraprotopanoan
12448	thread, rope	kapanawa	risβí	risβí	r i s β !í/i	5725	5312	r i s - ( - ) β !í/i ( - ) - - ( - )		None	oliveiraprotopanoan
12449	thread, rope	chakobo	risˈpi	risˈpi	r i s p i	5727	5314	r i s - ( - ) p i ( - ) - - ( - )		None	oliveiraprotopanoan
12450	thread, rope	chakobo	risˈpitʃi	risˈpitʃi	r i s p i tʃ i	5725	5312	r i s - ( - ) p i ( - ) tʃ i ( - )		None	oliveiraprotopanoan
12451	thread, rope	chakobo	rispítʃi	rispítʃi	r i s p !í/i tʃ i	5725	5312	r i s - ( - ) p !í/i ( - ) tʃ i ( - )		None	oliveiraprotopanoan
12452	thread, rope	yaminawa	risɸitʃĩ	risɸitʃĩ	r i s ɸ i tʃ i ∼	5725	5312	r i s - ( - ) ɸ i ( - ) tʃ i ( ∼ )		None	oliveiraprotopanoan
12453	thread, rope	sharanawa	rɨsɸi	rɨsɸi	r ɨ s ɸ i	5725	5312	r ɨ s - ( - ) ɸ i ( - ) - - ( - )		None	oliveiraprotopanoan
12454	thread, rope	sharanawa	rɨsɸin	rɨsɸin	r ɨ s ɸ i n	5725	5312	r ɨ s - ( - ) ɸ i ( n ) - - ( - )		None	oliveiraprotopanoan
12455	thread, rope	katukina	risiβi	risiβi	r i s i β i	5725	5312	r i s i ( - ) β i ( - ) - - ( - )		None	oliveiraprotopanoan
12456	thread, rope	poyanawa	risβɨ	risβɨ	r i s β ɨ	5725	5312	r i s - ( - ) β ɨ ( - ) - - ( - )		None	oliveiraprotopanoan
12457	thread, rope	amawaka	riswii_I	riswii_I	r i s w i i	5725	5312	r i s - ( - ) w i ( - ) - i ( - )		None	oliveiraprotopanoan
12458	thread, rope	kaxinawa	dispi	dispi	d i s p i	5725	5312	d i s - ( - ) p i ( - ) - - ( - )		None	oliveiraprotopanoan
12459	thread, rope	marinawa	rísɸi	rísɸi	r !í/i s ɸ i	5725	5312	r !í/i s - ( - ) ɸ i ( - ) - - ( - )		None	oliveiraprotopanoan
12460	thread, rope	yawanawa	ɾɨsβin	ɾɨsβin	ɾ ɨ s β i n	5725	5312	ɾ ɨ s - ( - ) β i ( n ) - - ( - )		None	oliveiraprotopanoan
12461	thread	protopanoan	ɽisis	ɽisis	ɽ i s i s	5728	5315	ɽ i s i s ( - )		None	oliveiraprotopanoan
12462	thread	chakobo	riˈsis	riˈsis	r i s i s	5728	5315	r i s i s ( - )		None	oliveiraprotopanoan
12463	thread, rope	chakobo	risísi	risísi	r i s !í/i s i	5728	5315	r i s !í/i s ( i )		None	oliveiraprotopanoan
12464	thread	poyanawa	risi	risi	r i s i	5728	5315	r i s i - ( - )		None	oliveiraprotopanoan
12465	unclear	amawaka	risí_I	risí_I	r i s !í/i	5728	5315	r i s !í/i - ( - )		None	oliveiraprotopanoan
12466	thread	kaxinawa	disi	disi	d i s i	5728	5315	d i s i - ( - )		None	oliveiraprotopanoan
12467	howler monkey	protopanoan	ɽoʔo	ɽoʔo	ɽ o ʔ o	5729	5316	ɽ ( - ) o ʔ o ( - )		None	oliveiraprotopanoan
12468	howler monkey	kashibo	roo	roo	r o o	5729	5316	r ( - ) o - o ( - )		None	oliveiraprotopanoan
12469	howler monkey	kashibo	ru	ru	r u	5730	5317	r ( - ) u - - -		None	oliveiraprotopanoan
12470	howler monkey	shipibokonibo	roó	roó	r o !ó/o	5729	5316	r ( - ) o - !ó/o ( - )		None	oliveiraprotopanoan
12471	howler monkey	kapanawa	roʔo	roʔo	r o ʔ o	5729	5316	r ( - ) o ʔ o ( - )		None	oliveiraprotopanoan
12472	howler monkey	marubo	ru	ru	r u	5729	5316	r ( - ) u - - ( - )		None	oliveiraprotopanoan
12473	howler monkey	chakobo	roʔo	roʔo	r o ʔ o	5729	5316	r ( - ) o ʔ o ( - )		None	oliveiraprotopanoan
12474	howler monkey	kasharari	ˈtʃhɨʔɨ	ˈtʃhɨʔɨ	tʃ h ɨ ʔ ɨ	5729	5316	tʃ ( h ) ɨ ʔ ɨ ( - )		(PICKERING,  s.d.	oliveiraprotopanoan
12475	howler monkey	yaminawa	roo	roo	r o o	5729	5316	r ( - ) o - o ( - )		None	oliveiraprotopanoan
12476	howler monkey	yaminawa	roõ	roõ	r o !õ/o	5729	5316	r ( - ) o - !õ/o ( - )		None	oliveiraprotopanoan
12477	howler monkey	katukina	ruˈkuʔ	ruˈkuʔ	r u k u ʔ	5729	5316	r ( - ) u k u ( ʔ )		None	oliveiraprotopanoan
12478	howler monkey	poyanawa	ru	ru	r u	5729	5316	r ( - ) u - - ( - )		None	oliveiraprotopanoan
12479	howler monkey	amawaka	roʔo	roʔo	r o ʔ o	5729	5316	r ( - ) o ʔ o ( - )		II	oliveiraprotopanoan
12480	howler monkey	kaxinawa	du	du	d u	5729	5316	d ( - ) u - - ( - )		None	oliveiraprotopanoan
12481	howler monkey	marinawa	ró	ró	r !ó/o	5729	5316	r ( - ) !ó/o - - ( - )		None	oliveiraprotopanoan
12482	howler monkey	yawanawa	ɾu	ɾu	ɾ u	5729	5316	ɾ ( - ) u - - ( - )		None	oliveiraprotopanoan
12483	howler monkey	korubo	tɨon	tɨon	t ɨ o n	5731	5318	t ( - ) ɨ - o n		None	oliveiraprotopanoan
12484	howler monkey	matis	du	du	d u	5729	5316	d ( - ) u - - ( - )		None	oliveiraprotopanoan
12485	axe	protopanoan	ɽoɨ	ɽoɨ	ɽ o ɨ	5732	5319	ɽ o ( - ɨ )		None	oliveiraprotopanoan
12486	axe	marubo	ˈruɨ	ˈruɨ	r u ɨ	5732	5319	r u ( - ɨ )		None	oliveiraprotopanoan
12487	axe	chaninawa	ɾuɨ	ɾuɨ	ɾ u ɨ	5732	5319	ɾ u ( - ɨ )		None	oliveiraprotopanoan
12488	axe	katukina	ɾui	ɾui	ɾ u i	5732	5319	ɾ u ( - i )		None	oliveiraprotopanoan
12489	stone	poyanawa	ruɨ	ruɨ	r u ɨ	5732	5319	r u ( - ɨ )		None	oliveiraprotopanoan
12490	axe	amawaka	rowɨ_I	rowɨ_I	r o w ɨ	5732	5319	r o ( w ɨ )		None	oliveiraprotopanoan
12491	axe	kaxinawa	duɨ	duɨ	d u ɨ	5732	5319	d u ( - ɨ )		None	oliveiraprotopanoan
12492	axe	marinawa	rowɨ	rowɨ	r o w ɨ	5732	5319	r o ( w ɨ )		None	oliveiraprotopanoan
12493	axe	yawanawa	ruˈɨ	ruˈɨ	r u ɨ	5732	5319	r u ( - ɨ )		None	oliveiraprotopanoan
12494	axe	matis	duɨ	duɨ	d u ɨ	5732	5319	d u ( - ɨ )		None	oliveiraprotopanoan
12495	tobacco	protopanoan	ɽomɨ	ɽomɨ	ɽ o m ɨ	5733	5320	ɽ o m ɨ ( - )		None	oliveiraprotopanoan
12496	tobacco	marubo	ˈrumbɨ	ˈrumbɨ	r u m b ɨ	5734	5321	r u m.b ɨ ( - )		None	oliveiraprotopanoan
12497	tobacco	marubo	romɨ	romɨ	r o m ɨ	5733	5320	r o m ɨ ( - )		None	oliveiraprotopanoan
12498	tobacco	sharanawa	romɨ	romɨ	r o m ɨ	5733	5320	r o m ɨ ( - )		None	oliveiraprotopanoan
12499	tobacco	sharanawa	romɨn	romɨn	r o m ɨ n	5733	5320	r o m ɨ ( n )		None	oliveiraprotopanoan
12500	tobacco	katukina	ɾumɨ	ɾumɨ	ɾ u m ɨ	5733	5320	ɾ u m ɨ ( - )		None	oliveiraprotopanoan
12501	tobacco	amawaka	romɨ	romɨ	r o m ɨ	5733	5320	r o m ɨ ( - )		II	oliveiraprotopanoan
12502	tobacco	kaxinawa	dumɨ	dumɨ	d u m ɨ	5733	5320	d u m ɨ ( - )		None	oliveiraprotopanoan
12503	tobacco	marinawa	romɨ	romɨ	r o m ɨ	5733	5320	r o m ɨ ( - )		None	oliveiraprotopanoan
12504	snake	protopanoan	ɽoro	ɽoro	ɽ o r o	5735	5322	ɽ o r o ( - )		None	oliveiraprotopanoan
12505	snake	kapanawa	rono	rono	r o n o	5735	5322	r o n o ( - )		None	oliveiraprotopanoan
12506	snake	marubo	runu	runu	r u n u	5735	5322	r u n u ( - )		None	oliveiraprotopanoan
12507	snake	yaminawa	ronõ	ronõ	r o n o ∼	5735	5322	r o n o ( ∼ )		None	oliveiraprotopanoan
12508	snake	chaninawa	rodo	rodo	r o d o	5735	5322	r o d o ( - )		None	oliveiraprotopanoan
12509	snake	sharanawa	rono	rono	r o n o	5735	5322	r o n o ( - )		None	oliveiraprotopanoan
12510	snake	sharanawa	ronon	ronon	r o n o n	5735	5322	r o n o ( n )		None	oliveiraprotopanoan
12511	snake	chaninawa	ɾunu	ɾunu	ɾ u n u	5735	5322	ɾ u n u ( - )		None	oliveiraprotopanoan
12512	snake	katukina	ɾunu	ɾunu	ɾ u n u	5735	5322	ɾ u n u ( - )		None	oliveiraprotopanoan
12513	snake	poyanawa	ɾũdu	ɾũdu	ɾ u ∼ d u	5735	5322	ɾ u ∼.d u ( - )		None	oliveiraprotopanoan
12514	snake	kaxinawa	dunu	dunu	d u n u	5735	5322	d u n u ( - )		None	oliveiraprotopanoan
12515	snake	marinawa	rono	rono	r o n o	5735	5322	r o n o ( - )		None	oliveiraprotopanoan
12516	snake	yawanawa	ɾunu	ɾunu	ɾ u n u	5735	5322	ɾ u n u ( - )		None	oliveiraprotopanoan
12517	snake	matis	dunu	dunu	d u n u	5735	5322	d u n u ( - )		None	oliveiraprotopanoan
12518	snake	matses	du.ˈnu	du.ˈnu	d u n u	5735	5322	d u n u ( - )		None	oliveiraprotopanoan
12519	fasting	protopanoan	sama-	sama-	s a m a	5736	5323	s a m a ( - - )		None	oliveiraprotopanoan
12520	fasting	kashibo	samá-	samá-	s a m !á/a	5736	5323	s a m !á/a ( - - )		None	oliveiraprotopanoan
12521	fasting	shipibokonibo	samá-	samá-	s a m !á/a	5736	5323	s a m !á/a ( - - )		None	oliveiraprotopanoan
12522	fasting	kapanawa	sama	sama	s a m a	5736	5323	s a m a ( - - )		None	oliveiraprotopanoan
12523	fasting	marubo	samá	samá	s a m !á/a	5736	5323	s a m !á/a ( - - )		None	oliveiraprotopanoan
12524	fasting	chakobo	sama-	sama-	s a m a	5736	5323	s a m a ( - - )		None	oliveiraprotopanoan
12525	fasting	yaminawa	samama	samama	s a m a m a	5736	5323	s a m a ( m a )		None	oliveiraprotopanoan
12526	fasting	sharanawa	samai	samai	s a m a i	5736	5323	s a m a ( - i )		None	oliveiraprotopanoan
12527	fasting	sharanawa	samaa	samaa	s a m a a	5736	5323	s a m a ( - a )		None	oliveiraprotopanoan
12528	fasting	amawaka	sama-_I	sama-_I	s a m a	5736	5323	s a m a ( - - )		None	oliveiraprotopanoan
